Experiment,State,test_balanced_accuracy,crossvalidate.features,model.n_estimators,model.max_depth,model.max_features,model.max_leaf_nodes,model.min_samples_leaf,model.min_weight_fraction_leaf,model.class_weight,data/features.pkl,data/features_rank.pkl,data/train_features.pkl
ruddy-tint,Failed,0.7988791036255554,80,1000,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ebony-suds,Failed,0.7988791036255554,80,500,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
urban-zest,Failed,0.7988791036255554,80,200,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
beige-ruby,Failed,0.7988791036255554,80,100,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
coaly-data,Failed,0.7988791036255554,80,50,10,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lyric-loot,Failed,0.7988791036255554,80,1000,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
vogie-loof,Failed,0.7988791036255554,80,500,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gluey-sign,Failed,0.7988791036255554,80,100,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sedgy-curs,Failed,0.7988791036255554,80,200,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
silky-milo,Failed,0.7988791036255554,80,50,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
awful-wise,Failed,0.7988791036255554,80,1000,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
finny-mean,Failed,0.7988791036255554,80,500,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
obese-tire,Failed,0.7988791036255554,80,200,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
comic-prat,Failed,0.7988791036255554,80,100,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
blest-gula,Failed,0.7988791036255554,80,1000,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
heapy-iron,Failed,0.7988791036255554,80,50,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tabby-gale,Failed,0.7988791036255554,80,500,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hardy-maid,Failed,0.7988791036255554,80,200,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
diazo-mete,Failed,0.7988791036255554,80,100,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
piled-whey,Failed,0.7988791036255554,80,50,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
awash-baby,Failed,0.7988791036255554,80,1000,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
older-pony,Failed,0.7988791036255554,80,200,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tuned-ones,Failed,0.7988791036255554,80,500,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bosky-rins,Failed,0.7988791036255554,80,100,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
woozy-airt,Failed,0.7988791036255554,80,50,5,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
peaty-ziti,Failed,0.7988791036255554,80,1000,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
barer-limb,Failed,0.7988791036255554,80,500,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
moral-tiff,Failed,0.7988791036255554,80,200,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
smart-dogs,Failed,0.7988791036255554,80,100,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
alone-divs,Failed,0.7988791036255554,80,50,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
alike-chum,Failed,0.7988791036255554,80,1000,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tubby-duct,Failed,0.7988791036255554,80,500,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
manky-haet,Failed,0.7988791036255554,80,200,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bland-duke,Failed,0.7988791036255554,80,100,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rowdy-wean,Failed,0.7988791036255554,80,1000,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rummy-bade,Failed,0.7988791036255554,80,50,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mothy-syce,Failed,0.7988791036255554,80,500,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unbid-rick,Failed,0.7988791036255554,80,200,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
silly-newt,Failed,0.7988791036255554,80,100,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unapt-vows,Failed,0.7988791036255554,80,50,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fined-spit,Failed,0.7988791036255554,80,1000,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fluky-snog,Failed,0.7988791036255554,80,200,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
deism-iglu,Failed,0.7988791036255554,80,500,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
typic-tils,Failed,0.7988791036255554,80,100,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
irate-kern,Failed,0.7988791036255554,80,1000,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
amuck-gird,Failed,0.7988791036255554,80,50,5,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ethic-jinn,Failed,0.7988791036255554,80,500,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
banal-lair,Failed,0.7988791036255554,80,200,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
upset-thar,Failed,0.7988791036255554,80,100,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
surfy-akes,Failed,0.7988791036255554,80,50,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unwet-goos,Failed,0.7988791036255554,80,1000,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
alone-huia,Failed,0.7988791036255554,80,500,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
chirk-yank,Failed,0.7988791036255554,80,200,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
adept-jynx,Failed,0.7988791036255554,80,100,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lucid-kago,Failed,0.7988791036255554,80,50,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sworn-jock,Failed,0.7988791036255554,80,1000,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
swell-sori,Failed,0.7988791036255554,80,200,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
power-stob,Failed,0.7988791036255554,80,500,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ethic-merk,Failed,0.7988791036255554,80,100,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gaunt-yolk,Failed,0.7988791036255554,80,50,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pyoid-smut,Failed,0.7988791036255554,80,500,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
frank-sang,Failed,0.7988791036255554,80,1000,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dormy-toby,Failed,0.7988791036255554,80,200,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
phony-lees,Failed,0.7988791036255554,80,50,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
nival-salt,Failed,0.7988791036255554,80,100,5,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
undue-bise,Failed,0.7988791036255554,80,1000,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
adept-dean,Failed,0.7988791036255554,80,500,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fluky-yack,Failed,0.7988791036255554,80,200,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
canny-polo,Failed,0.7988791036255554,80,100,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
nubby-tads,Failed,0.7988791036255554,80,1000,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tough-cats,Failed,0.7988791036255554,80,50,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tinct-vies,Failed,0.7988791036255554,80,500,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
parky-fibs,Failed,0.7988791036255554,80,200,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
juicy-hips,Failed,0.7988791036255554,80,100,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tacky-nims,Failed,0.7988791036255554,80,50,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
irony-tuck,Failed,0.7988791036255554,80,1000,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
utile-dais,Failed,0.7988791036255554,80,500,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
guest-tare,Failed,0.7988791036255554,80,200,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gamey-rime,Failed,0.7988791036255554,80,100,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
after-eyas,Failed,0.7988791036255554,80,50,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tacit-sups,Failed,0.7988791036255554,80,1000,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
woven-gash,Failed,0.7988791036255554,80,500,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sewed-mate,Failed,0.7988791036255554,80,200,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wrier-yoke,Failed,0.7988791036255554,80,100,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
flaky-rugs,Failed,0.7988791036255554,80,50,5,sqrt,,1,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sober-eggs,Failed,0.7988791036255554,80,1000,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
shaky-iota,Failed,0.7988791036255554,80,500,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pithy-pita,Failed,0.7988791036255554,80,200,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dopey-yogi,Failed,0.7988791036255554,80,100,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
direr-prep,Failed,0.7988791036255554,80,50,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
messy-wart,Failed,0.7988791036255554,80,1000,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
licit-gear,Failed,0.7988791036255554,80,500,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
raked-rugs,Failed,0.7988791036255554,80,100,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tough-bold,Failed,0.7988791036255554,80,200,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sport-sumo,Failed,0.7988791036255554,80,50,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fleet-jeer,Failed,0.7988791036255554,80,500,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lathy-bang,Failed,0.7988791036255554,80,1000,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
heapy-bags,Failed,0.7988791036255554,80,200,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
inner-dole,Failed,0.7988791036255554,80,100,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hasty-rime,Failed,0.7988791036255554,80,1000,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
above-sena,Failed,0.7988791036255554,80,50,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
still-azan,Failed,0.7988791036255554,80,500,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
splay-leks,Failed,0.7988791036255554,80,100,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
olden-waws,Failed,0.7988791036255554,80,200,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
trade-wine,Failed,0.7988791036255554,80,50,3,sqrt,,20,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pawky-akes,Failed,0.7988791036255554,80,500,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pious-doge,Failed,0.7988791036255554,80,1000,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bovid-rant,Failed,0.7988791036255554,80,200,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wight-pita,Failed,0.7988791036255554,80,100,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ropey-coat,Failed,0.7988791036255554,80,50,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
radio-bias,Failed,0.7988791036255554,80,1000,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
losel-pant,Failed,0.7988791036255554,80,500,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
grave-peel,Failed,0.7988791036255554,80,100,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
kinky-yack,Failed,0.7988791036255554,80,200,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
boric-limb,Failed,0.7988791036255554,80,50,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
naive-kina,Failed,0.7988791036255554,80,1000,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
heapy-bite,Failed,0.7988791036255554,80,500,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
moral-quad,Failed,0.7988791036255554,80,200,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
taped-hope,Failed,0.7988791036255554,80,50,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
roily-doit,Failed,0.7988791036255554,80,100,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
optic-leas,Failed,0.7988791036255554,80,1000,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
algal-funs,Failed,0.7988791036255554,80,500,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
grave-veil,Failed,0.7988791036255554,80,200,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
heigh-coed,Failed,0.7988791036255554,80,100,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cross-jass,Failed,0.7988791036255554,80,50,3,sqrt,,10,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bluff-half,Failed,0.7988791036255554,80,1000,3,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
twill-rale,Failed,0.7988791036255554,80,500,3,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bitty-rial,Failed,0.7988791036255554,80,200,3,sqrt,,5,0.0,balanced,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
